km,station,train_id,time,hr,min,scenario
106,SAN BRUNO,REG (C-LCL) 212,668,11,8,Moderate NB
109,SOUTH SAN FRANCISCO ,REG (C-LCL) 212,671,11,11,Moderate NB
115,BAYSHORE,REG (C-LCL) 212,675,11,15,Moderate NB
121,22nd STREET,REG (C-LCL) 212,680,11,20,Moderate NB
124,TOWNSEND / 4TH AND KING $,REG (C-LCL) 212,684,11,24,Moderate NB
126,SALESFORCE TRANSIT CENTER (STC) $,REG (C-LCL) 212,688,11,28,Moderate NB
61,SUNNYVALE,REG (C-EXP) 11,642,10,42,Moderate NB
65,MOUNTAIN VIEW,REG (C-EXP) 11,647,10,47,Moderate NB
75,PALO ALTO,REG (C-EXP) 11,653,10,53,Moderate NB
83,REDWOOD CITY,REG (C-EXP) 11,658,10,58,Moderate NB
91,HILLSDALE,REG (C-EXP) 11,664,11,4,Moderate NB
101,MILLBRAE,REG (C-EXP) 11,670,11,10,Moderate NB
109,SOUTH SAN FRANCISCO ,REG (C-EXP) 11,675,11,15,Moderate NB
121,22nd STREET,REG (C-EXP) 11,683,11,23,Moderate NB
124,TOWNSEND / 4TH AND KING $,REG (C-EXP) 11,688,11,28,Moderate NB
126,SALESFORCE TRANSIT CENTER (STC) $,REG (C-EXP) 11,692,11,32,Moderate NB
45,TAMIEN (HSR) $,REG (C-LCL) 110,627,10,27,Moderate NB
48,SAN JOSE,REG (C-LCL) 110,630,10,30,Moderate NB
52,SANTA CLARA,REG (C-LCL) 110,639,10,39,Moderate NB
58,LAWRENCE,REG (C-LCL) 110,644,10,44,Moderate NB
61,SUNNYVALE,REG (C-LCL) 110,647,10,47,Moderate NB
65,MOUNTAIN VIEW,REG (C-LCL) 110,650,10,50,Moderate NB
69,SAN ANTONIO,REG (C-LCL) 110,654,10,54,Moderate NB
72,CALIFORNIA AVENUE,REG (C-LCL) 110,661,11,1,Moderate NB
75,PALO ALTO,REG (C-LCL) 110,664,11,4,Moderate NB
79,ATHERTON,REG (C-LCL) 110,667,11,7,Moderate NB
0,GILROY (HSR) $,REG (C-EXP) 11,610,10,10,Moderate NB
16,MORGAN HILL (HSR) $,REG (C-EXP) 11,620,10,20,Moderate NB
35,BLOSSOM HILL (HSR) $,REG (C-EXP) 11,629,10,29,Moderate NB
40,CAPITOL (HSR) $,REG (C-EXP) 11,633,10,33,Moderate NB
45,TAMIEN (HSR) $,REG (C-EXP) 11,637,10,37,Moderate NB
48,SAN JOSE,REG (C-EXP) 11,640,10,40,Moderate NB
0,GILROY (HSR) $,HSR 840,618,10,18,Moderate NB
48,SAN JOSE,HSR 840,642,10,42,Moderate NB
101,MILLBRAE,HSR 840,676,11,16,Moderate NB
126,SALESFORCE TRANSIT CENTER (STC) $,HSR 840,695,11,35,Moderate NB
83,REDWOOD CITY,REG (C-LCL) 11,660,11,0,Moderate NB
86,SAN CARLOS,REG (C-LCL) 11,664,11,4,Moderate NB
91,HILLSDALE,REG (C-LCL) 11,668,11,8,Moderate NB
93,HAYWARD PARK,REG (C-LCL) 11,671,11,11,Moderate NB
95,SAN MATEO,REG (C-LCL) 11,674,11,14,Moderate NB
99,BROADWAY,REG (C-LCL) 11,677,11,17,Moderate NB
106,SAN BRUNO,REG (C-LCL) 11,682,11,22,Moderate NB
109,SOUTH SAN FRANCISCO ,REG (C-LCL) 11,685,11,25,Moderate NB
115,BAYSHORE,REG (C-LCL) 11,690,11,30,Moderate NB
121,22nd STREET,REG (C-LCL) 11,694,11,34,Moderate NB
124,TOWNSEND / 4TH AND KING $,REG (C-LCL) 11,699,11,39,Moderate NB
126,SALESFORCE TRANSIT CENTER (STC) $,REG (C-LCL) 11,703,11,43,Moderate NB
61,SUNNYVALE,REG (C-EXP) 11,657,10,57,Moderate NB
65,MOUNTAIN VIEW,REG (C-EXP) 11,662,11,2,Moderate NB
75,PALO ALTO,REG (C-EXP) 11,668,11,8,Moderate NB
83,REDWOOD CITY,REG (C-EXP) 11,673,11,13,Moderate NB
91,HILLSDALE,REG (C-EXP) 11,679,11,19,Moderate NB
101,MILLBRAE,REG (C-EXP) 11,685,11,25,Moderate NB
109,SOUTH SAN FRANCISCO ,REG (C-EXP) 11,690,11,30,Moderate NB
121,22nd STREET,REG (C-EXP) 11,698,11,38,Moderate NB
124,TOWNSEND / 4TH AND KING $,REG (C-EXP) 11,703,11,43,Moderate NB
126,SALESFORCE TRANSIT CENTER (STC) $,REG (C-EXP) 11,707,11,47,Moderate NB
0,GILROY (HSR) $,HSR single_3,623,10,23,Moderate NB
48,SAN JOSE,HSR single_3,647,10,47,Moderate NB
35,BLOSSOM HILL (HSR) $,REG (C-EXP) 12,644,10,44,Moderate NB
40,CAPITOL (HSR) $,REG (C-EXP) 12,648,10,48,Moderate NB
45,TAMIEN (HSR) $,REG (C-EXP) 12,652,10,52,Moderate NB
48,SAN JOSE,REG (C-EXP) 12,655,10,55,Moderate NB
0,GILROY (HSR) $,HSR 842,633,10,33,Moderate NB
48,SAN JOSE,HSR 842,657,10,57,Moderate NB
101,MILLBRAE,HSR 842,691,11,31,Moderate NB
124,TOWNSEND / 4TH AND KING $,HSR 842,706,11,46,Moderate NB
126,SALESFORCE TRANSIT CENTER (STC) $,HSR 842,710,11,50,Moderate NB
83,REDWOOD CITY,REG (C-LCL) 110,675,11,15,Moderate NB
88,BELMONT,REG (C-LCL) 110,680,11,20,Moderate NB
91,HILLSDALE,REG (C-LCL) 110,683,11,23,Moderate NB
93,HAYWARD PARK,REG (C-LCL) 110,687,11,27,Moderate NB
97,BURLINGAME,REG (C-LCL) 110,691,11,31,Moderate NB
101,MILLBRAE,REG (C-LCL) 110,694,11,34,Moderate NB
106,SAN BRUNO,REG (C-LCL) 110,698,11,38,Moderate NB
109,SOUTH SAN FRANCISCO ,REG (C-LCL) 110,701,11,41,Moderate NB
115,BAYSHORE,REG (C-LCL) 110,705,11,45,Moderate NB
121,22nd STREET,REG (C-LCL) 110,710,11,50,Moderate NB
124,TOWNSEND / 4TH AND KING $,REG (C-LCL) 110,714,11,54,Moderate NB
126,SALESFORCE TRANSIT CENTER (STC) $,REG (C-LCL) 110,718,11,58,Moderate NB
61,SUNNYVALE,REG (C-EXP) 12,672,11,12,Moderate NB
65,MOUNTAIN VIEW,REG (C-EXP) 12,677,11,17,Moderate NB
75,PALO ALTO,REG (C-EXP) 12,683,11,23,Moderate NB
83,REDWOOD CITY,REG (C-EXP) 12,688,11,28,Moderate NB
91,HILLSDALE,REG (C-EXP) 12,694,11,34,Moderate NB
101,MILLBRAE,REG (C-EXP) 12,700,11,40,Moderate NB
109,SOUTH SAN FRANCISCO ,REG (C-EXP) 12,705,11,45,Moderate NB
121,22nd STREET,REG (C-EXP) 12,713,11,53,Moderate NB
124,TOWNSEND / 4TH AND KING $,REG (C-EXP) 12,718,11,58,Moderate NB
126,SALESFORCE TRANSIT CENTER (STC) $,REG (C-EXP) 12,722,12,2,Moderate NB
0,GILROY (HSR) $,HSR single_4,638,10,38,Moderate NB
48,SAN JOSE,HSR single_4,662,11,2,Moderate NB
0,GILROY (HSR) $,REG (C-EXP) 12,640,10,40,Moderate NB
16,MORGAN HILL (HSR) $,REG (C-EXP) 12,650,10,50,Moderate NB
35,BLOSSOM HILL (HSR) $,REG (C-EXP) 12,659,10,59,Moderate NB
40,CAPITOL (HSR) $,REG (C-EXP) 12,663,11,3,Moderate NB
45,TAMIEN (HSR) $,REG (C-EXP) 12,667,11,7,Moderate NB
48,SAN JOSE,REG (C-EXP) 12,670,11,10,Moderate NB
0,GILROY (HSR) $,HSR 844,648,10,48,Moderate NB
48,SAN JOSE,HSR 844,672,11,12,Moderate NB
101,MILLBRAE,HSR 844,706,11,46,Moderate NB
126,SALESFORCE TRANSIT CENTER (STC) $,HSR 844,725,12,5,Moderate NB
61,SUNNYVALE,REG (C-EXP) 12,687,11,27,Moderate NB
65,MOUNTAIN VIEW,REG (C-EXP) 12,692,11,32,Moderate NB
75,PALO ALTO,REG (C-EXP) 12,698,11,38,Moderate NB
83,REDWOOD CITY,REG (C-EXP) 12,703,11,43,Moderate NB
91,HILLSDALE,REG (C-EXP) 12,709,11,49,Moderate NB
101,MILLBRAE,REG (C-EXP) 12,715,11,55,Moderate NB
109,SOUTH SAN FRANCISCO ,REG (C-EXP) 12,720,12,0,Moderate NB
121,22nd STREET,REG (C-EXP) 12,728,12,8,Moderate NB
124,TOWNSEND / 4TH AND KING $,REG (C-EXP) 12,733,12,13,Moderate NB
126,SALESFORCE TRANSIT CENTER (STC) $,REG (C-EXP) 12,737,12,17,Moderate NB
45,TAMIEN (HSR) $,REG (C-LCL) 13,672,11,12,Moderate NB
48,SAN JOSE,REG (C-LCL) 13,675,11,15,Moderate NB
52,SANTA CLARA,REG (C-LCL) 13,684,11,24,Moderate NB
58,LAWRENCE,REG (C-LCL) 13,689,11,29,Moderate NB
61,SUNNYVALE,REG (C-LCL) 13,692,11,32,Moderate NB
65,MOUNTAIN VIEW,REG (C-LCL) 13,696,11,36,Moderate NB
69,SAN ANTONIO,REG (C-LCL) 13,699,11,39,Moderate NB
72,CALIFORNIA AVENUE,REG (C-LCL) 13,706,11,46,Moderate NB
75,PALO ALTO,REG (C-LCL) 13,709,11,49,Moderate NB
77,MENLO PARK,REG (C-LCL) 13,712,11,52,Moderate NB
0,GILROY (HSR) $,HSR single_5,653,10,53,Moderate NB
48,SAN JOSE,HSR single_5,677,11,17,Moderate NB
35,BLOSSOM HILL (HSR) $,REG (C-EXP) 13,674,11,14,Moderate NB
40,CAPITOL (HSR) $,REG (C-EXP) 13,678,11,18,Moderate NB
45,TAMIEN (HSR) $,REG (C-EXP) 13,682,11,22,Moderate NB
48,SAN JOSE,REG (C-EXP) 13,685,11,25,Moderate NB
0,GILROY (HSR) $,HSR 846,663,11,3,Moderate NB
48,SAN JOSE,HSR 846,687,11,27,Moderate NB
101,MILLBRAE,HSR 846,721,12,1,Moderate NB
124,TOWNSEND / 4TH AND KING $,HSR 846,736,12,16,Moderate NB
126,SALESFORCE TRANSIT CENTER (STC) $,HSR 846,740,12,20,Moderate NB
61,SUNNYVALE,REG (C-EXP) 13,702,11,42,Moderate NB
65,MOUNTAIN VIEW,REG (C-EXP) 13,707,11,47,Moderate NB
75,PALO ALTO,REG (C-EXP) 13,713,11,53,Moderate NB
83,REDWOOD CITY,REG (C-EXP) 13,718,11,58,Moderate NB
91,HILLSDALE,REG (C-EXP) 13,724,12,4,Moderate NB
101,MILLBRAE,REG (C-EXP) 13,730,12,10,Moderate NB
109,SOUTH SAN FRANCISCO ,REG (C-EXP) 13,735,12,15,Moderate NB
121,22nd STREET,REG (C-EXP) 13,743,12,23,Moderate NB
124,TOWNSEND / 4TH AND KING $,REG (C-EXP) 13,748,12,28,Moderate NB
126,SALESFORCE TRANSIT CENTER (STC) $,REG (C-EXP) 13,752,12,32,Moderate NB
83,REDWOOD CITY,REG (C-LCL) 13,720,12,0,Moderate NB
86,SAN CARLOS,REG (C-LCL) 13,724,12,4,Moderate NB
91,HILLSDALE,REG (C-LCL) 13,728,12,8,Moderate NB
93,HAYWARD PARK,REG (C-LCL) 13,731,12,11,Moderate NB
95,SAN MATEO,REG (C-LCL) 13,734,12,14,Moderate NB
99,BROADWAY,REG (C-LCL) 13,737,12,17,Moderate NB
106,SAN BRUNO,REG (C-LCL) 13,742,12,22,Moderate NB
109,SOUTH SAN FRANCISCO ,REG (C-LCL) 13,745,12,25,Moderate NB
115,BAYSHORE,REG (C-LCL) 13,750,12,30,Moderate NB
121,22nd STREET,REG (C-LCL) 13,754,12,34,Moderate NB
124,TOWNSEND / 4TH AND KING $,REG (C-LCL) 13,759,12,39,Moderate NB
126,SALESFORCE TRANSIT CENTER (STC) $,REG (C-LCL) 13,763,12,43,Moderate NB
45,TAMIEN (HSR) $,REG (C-LCL) 112,687,11,27,Moderate NB
48,SAN JOSE,REG (C-LCL) 112,690,11,30,Moderate NB
52,SANTA CLARA,REG (C-LCL) 112,699,11,39,Moderate NB
58,LAWRENCE,REG (C-LCL) 112,704,11,44,Moderate NB
61,SUNNYVALE,REG (C-LCL) 112,707,11,47,Moderate NB
65,MOUNTAIN VIEW,REG (C-LCL) 112,710,11,50,Moderate NB
69,SAN ANTONIO,REG (C-LCL) 112,714,11,54,Moderate NB
72,CALIFORNIA AVENUE,REG (C-LCL) 112,721,12,1,Moderate NB
75,PALO ALTO,REG (C-LCL) 112,724,12,4,Moderate NB
79,ATHERTON,REG (C-LCL) 112,727,12,7,Moderate NB
0,GILROY (HSR) $,REG (C-EXP) 13,670,11,10,Moderate NB
16,MORGAN HILL (HSR) $,REG (C-EXP) 13,680,11,20,Moderate NB
35,BLOSSOM HILL (HSR) $,REG (C-EXP) 13,689,11,29,Moderate NB
40,CAPITOL (HSR) $,REG (C-EXP) 13,693,11,33,Moderate NB
45,TAMIEN (HSR) $,REG (C-EXP) 13,697,11,37,Moderate NB
48,SAN JOSE,REG (C-EXP) 13,700,11,40,Moderate NB
61,SUNNYVALE,REG (C-EXP) 13,717,11,57,Moderate NB
65,MOUNTAIN VIEW,REG (C-EXP) 13,722,12,2,Moderate NB
75,PALO ALTO,REG (C-EXP) 13,728,12,8,Moderate NB
83,REDWOOD CITY,REG (C-EXP) 13,733,12,13,Moderate NB
91,HILLSDALE,REG (C-EXP) 13,739,12,19,Moderate NB
101,MILLBRAE,REG (C-EXP) 13,745,12,25,Moderate NB
109,SOUTH SAN FRANCISCO ,REG (C-EXP) 13,750,12,30,Moderate NB
121,22nd STREET,REG (C-EXP) 13,758,12,38,Moderate NB
124,TOWNSEND / 4TH AND KING $,REG (C-EXP) 13,763,12,43,Moderate NB
126,SALESFORCE TRANSIT CENTER (STC) $,REG (C-EXP) 13,767,12,47,Moderate NB
0,GILROY (HSR) $,HSR single_6,683,11,23,Moderate NB
48,SAN JOSE,HSR single_6,707,11,47,Moderate NB
35,BLOSSOM HILL (HSR) $,REG (C-EXP) 14,704,11,44,Moderate NB
40,CAPITOL (HSR) $,REG (C-EXP) 14,708,11,48,Moderate NB
45,TAMIEN (HSR) $,REG (C-EXP) 14,712,11,52,Moderate NB
48,SAN JOSE,REG (C-EXP) 14,715,11,55,Moderate NB
0,GILROY (HSR) $,HSR 850,693,11,33,Moderate NB
48,SAN JOSE,HSR 850,717,11,57,Moderate NB
101,MILLBRAE,HSR 850,751,12,31,Moderate NB
124,TOWNSEND / 4TH AND KING $,HSR 850,766,12,46,Moderate NB
126,SALESFORCE TRANSIT CENTER (STC) $,HSR 850,770,12,50,Moderate NB
83,REDWOOD CITY,REG (C-LCL) 112,735,12,15,Moderate NB
88,BELMONT,REG (C-LCL) 112,740,12,20,Moderate NB
91,HILLSDALE,REG (C-LCL) 112,743,12,23,Moderate NB
93,HAYWARD PARK,REG (C-LCL) 112,747,12,27,Moderate NB
97,BURLINGAME,REG (C-LCL) 112,751,12,31,Moderate NB
101,MILLBRAE,REG (C-LCL) 112,754,12,34,Moderate NB
106,SAN BRUNO,REG (C-LCL) 112,758,12,38,Moderate NB
109,SOUTH SAN FRANCISCO ,REG (C-LCL) 112,761,12,41,Moderate NB
115,BAYSHORE,REG (C-LCL) 112,765,12,45,Moderate NB
121,22nd STREET,REG (C-LCL) 112,770,12,50,Moderate NB
124,TOWNSEND / 4TH AND KING $,REG (C-LCL) 112,774,12,54,Moderate NB
126,SALESFORCE TRANSIT CENTER (STC) $,REG (C-LCL) 112,778,12,58,Moderate NB
61,SUNNYVALE,REG (C-EXP) 14,732,12,12,Moderate NB
65,MOUNTAIN VIEW,REG (C-EXP) 14,737,12,17,Moderate NB
75,PALO ALTO,REG (C-EXP) 14,743,12,23,Moderate NB
83,REDWOOD CITY,REG (C-EXP) 14,748,12,28,Moderate NB
91,HILLSDALE,REG (C-EXP) 14,754,12,34,Moderate NB
101,MILLBRAE,REG (C-EXP) 14,760,12,40,Moderate NB
109,SOUTH SAN FRANCISCO ,REG (C-EXP) 14,765,12,45,Moderate NB
121,22nd STREET,REG (C-EXP) 14,773,12,53,Moderate NB
124,TOWNSEND / 4TH AND KING $,REG (C-EXP) 14,778,12,58,Moderate NB
126,SALESFORCE TRANSIT CENTER (STC) $,REG (C-EXP) 14,782,13,2,Moderate NB
0,GILROY (HSR) $,HSR single_7,698,11,38,Moderate NB
48,SAN JOSE,HSR single_7,722,12,2,Moderate NB
0,GILROY (HSR) $,REG (C-EXP) 14,700,11,40,Moderate NB
16,MORGAN HILL (HSR) $,REG (C-EXP) 14,710,11,50,Moderate NB
35,BLOSSOM HILL (HSR) $,REG (C-EXP) 14,719,11,59,Moderate NB
40,CAPITOL (HSR) $,REG (C-EXP) 14,723,12,3,Moderate NB
45,TAMIEN (HSR) $,REG (C-EXP) 14,727,12,7,Moderate NB
48,SAN JOSE,REG (C-EXP) 14,730,12,10,Moderate NB
0,GILROY (HSR) $,HSR 852,708,11,48,Moderate NB
48,SAN JOSE,HSR 852,732,12,12,Moderate NB
101,MILLBRAE,HSR 852,766,12,46,Moderate NB
126,SALESFORCE TRANSIT CENTER (STC) $,HSR 852,785,13,5,Moderate NB
61,SUNNYVALE,REG (C-EXP) 14,747,12,27,Moderate NB
65,MOUNTAIN VIEW,REG (C-EXP) 14,752,12,32,Moderate NB
75,PALO ALTO,REG (C-EXP) 14,758,12,38,Moderate NB
83,REDWOOD CITY,REG (C-EXP) 14,763,12,43,Moderate NB
91,HILLSDALE,REG (C-EXP) 14,769,12,49,Moderate NB
101,MILLBRAE,REG (C-EXP) 14,775,12,55,Moderate NB
109,SOUTH SAN FRANCISCO ,REG (C-EXP) 14,780,13,0,Moderate NB
121,22nd STREET,REG (C-EXP) 14,788,13,8,Moderate NB
124,TOWNSEND / 4TH AND KING $,REG (C-EXP) 14,793,13,13,Moderate NB
126,SALESFORCE TRANSIT CENTER (STC) $,REG (C-EXP) 14,797,13,17,Moderate NB
45,TAMIEN (HSR) $,REG (C-LCL) 15,732,12,12,Moderate NB
48,SAN JOSE,REG (C-LCL) 15,735,12,15,Moderate NB
52,SANTA CLARA,REG (C-LCL) 15,744,12,24,Moderate NB
58,LAWRENCE,REG (C-LCL) 15,749,12,29,Moderate NB
61,SUNNYVALE,REG (C-LCL) 15,752,12,32,Moderate NB
65,MOUNTAIN VIEW,REG (C-LCL) 15,756,12,36,Moderate NB
69,SAN ANTONIO,REG (C-LCL) 15,759,12,39,Moderate NB
72,CALIFORNIA AVENUE,REG (C-LCL) 15,766,12,46,Moderate NB
75,PALO ALTO,REG (C-LCL) 15,769,12,49,Moderate NB
77,MENLO PARK,REG (C-LCL) 15,772,12,52,Moderate NB
0,GILROY (HSR) $,HSR single_8,713,11,53,Moderate NB
48,SAN JOSE,HSR single_8,737,12,17,Moderate NB
35,BLOSSOM HILL (HSR) $,REG (C-EXP) 15,734,12,14,Moderate NB
40,CAPITOL (HSR) $,REG (C-EXP) 15,738,12,18,Moderate NB
45,TAMIEN (HSR) $,REG (C-EXP) 15,742,12,22,Moderate NB
48,SAN JOSE,REG (C-EXP) 15,745,12,25,Moderate NB
0,GILROY (HSR) $,HSR 854,723,12,3,Moderate NB
48,SAN JOSE,HSR 854,747,12,27,Moderate NB
101,MILLBRAE,HSR 854,781,13,1,Moderate NB
124,TOWNSEND / 4TH AND KING $,HSR 854,796,13,16,Moderate NB
126,SALESFORCE TRANSIT CENTER (STC) $,HSR 854,800,13,20,Moderate NB
61,SUNNYVALE,REG (C-EXP) 15,762,12,42,Moderate NB
65,MOUNTAIN VIEW,REG (C-EXP) 15,767,12,47,Moderate NB
75,PALO ALTO,REG (C-EXP) 15,773,12,53,Moderate NB
83,REDWOOD CITY,REG (C-EXP) 15,778,12,58,Moderate NB
91,HILLSDALE,REG (C-EXP) 15,784,13,4,Moderate NB
101,MILLBRAE,REG (C-EXP) 15,790,13,10,Moderate NB
109,SOUTH SAN FRANCISCO ,REG (C-EXP) 15,795,13,15,Moderate NB
121,22nd STREET,REG (C-EXP) 15,803,13,23,Moderate NB
124,TOWNSEND / 4TH AND KING $,REG (C-EXP) 15,808,13,28,Moderate NB
126,SALESFORCE TRANSIT CENTER (STC) $,REG (C-EXP) 15,812,13,32,Moderate NB
83,REDWOOD CITY,REG (C-LCL) 15,780,13,0,Moderate NB
86,SAN CARLOS,REG (C-LCL) 15,784,13,4,Moderate NB
91,HILLSDALE,REG (C-LCL) 15,788,13,8,Moderate NB
93,HAYWARD PARK,REG (C-LCL) 15,791,13,11,Moderate NB
95,SAN MATEO,REG (C-LCL) 15,794,13,14,Moderate NB
99,BROADWAY,REG (C-LCL) 15,797,13,17,Moderate NB
106,SAN BRUNO,REG (C-LCL) 15,802,13,22,Moderate NB
109,SOUTH SAN FRANCISCO ,REG (C-LCL) 15,805,13,25,Moderate NB
115,BAYSHORE,REG (C-LCL) 15,810,13,30,Moderate NB
121,22nd STREET,REG (C-LCL) 15,814,13,34,Moderate NB
124,TOWNSEND / 4TH AND KING $,REG (C-LCL) 15,819,13,39,Moderate NB
126,SALESFORCE TRANSIT CENTER (STC) $,REG (C-LCL) 15,823,13,43,Moderate NB
45,TAMIEN (HSR) $,REG (C-LCL) 114,747,12,27,Moderate NB
48,SAN JOSE,REG (C-LCL) 114,750,12,30,Moderate NB
52,SANTA CLARA,REG (C-LCL) 114,759,12,39,Moderate NB
58,LAWRENCE,REG (C-LCL) 114,764,12,44,Moderate NB
61,SUNNYVALE,REG (C-LCL) 114,767,12,47,Moderate NB
65,MOUNTAIN VIEW,REG (C-LCL) 114,770,12,50,Moderate NB
69,SAN ANTONIO,REG (C-LCL) 114,774,12,54,Moderate NB
72,CALIFORNIA AVENUE,REG (C-LCL) 114,781,13,1,Moderate NB
75,PALO ALTO,REG (C-LCL) 114,784,13,4,Moderate NB
79,ATHERTON,REG (C-LCL) 114,787,13,7,Moderate NB
0,GILROY (HSR) $,REG (C-EXP) 15,730,12,10,Moderate NB
16,MORGAN HILL (HSR) $,REG (C-EXP) 15,740,12,20,Moderate NB
35,BLOSSOM HILL (HSR) $,REG (C-EXP) 15,749,12,29,Moderate NB
40,CAPITOL (HSR) $,REG (C-EXP) 15,753,12,33,Moderate NB
45,TAMIEN (HSR) $,REG (C-EXP) 15,757,12,37,Moderate NB
48,SAN JOSE,REG (C-EXP) 15,760,12,40,Moderate NB
61,SUNNYVALE,REG (C-EXP) 15,777,12,57,Moderate NB
65,MOUNTAIN VIEW,REG (C-EXP) 15,782,13,2,Moderate NB
75,PALO ALTO,REG (C-EXP) 15,788,13,8,Moderate NB
83,REDWOOD CITY,REG (C-EXP) 15,793,13,13,Moderate NB
91,HILLSDALE,REG (C-EXP) 15,799,13,19,Moderate NB
101,MILLBRAE,REG (C-EXP) 15,805,13,25,Moderate NB
109,SOUTH SAN FRANCISCO ,REG (C-EXP) 15,810,13,30,Moderate NB
121,22nd STREET,REG (C-EXP) 15,818,13,38,Moderate NB
124,TOWNSEND / 4TH AND KING $,REG (C-EXP) 15,823,13,43,Moderate NB
126,SALESFORCE TRANSIT CENTER (STC) $,REG (C-EXP) 15,827,13,47,Moderate NB
0,GILROY (HSR) $,HSR single_9,743,12,23,Moderate NB
48,SAN JOSE,HSR single_9,767,12,47,Moderate NB
35,BLOSSOM HILL (HSR) $,REG (C-EXP) 16,764,12,44,Moderate NB
40,CAPITOL (HSR) $,REG (C-EXP) 16,768,12,48,Moderate NB
45,TAMIEN (HSR) $,REG (C-EXP) 16,772,12,52,Moderate NB
48,SAN JOSE,REG (C-EXP) 16,775,12,55,Moderate NB
0,GILROY (HSR) $,HSR 858,753,12,33,Moderate NB
48,SAN JOSE,HSR 858,777,12,57,Moderate NB
101,MILLBRAE,HSR 858,811,13,31,Moderate NB
124,TOWNSEND / 4TH AND KING $,HSR 858,826,13,46,Moderate NB
126,SALESFORCE TRANSIT CENTER (STC) $,HSR 858,830,13,50,Moderate NB
83,REDWOOD CITY,REG (C-LCL) 114,795,13,15,Moderate NB
88,BELMONT,REG (C-LCL) 114,800,13,20,Moderate NB
91,HILLSDALE,REG (C-LCL) 114,803,13,23,Moderate NB
93,HAYWARD PARK,REG (C-LCL) 114,807,13,27,Moderate NB
97,BURLINGAME,REG (C-LCL) 114,811,13,31,Moderate NB
101,MILLBRAE,REG (C-LCL) 114,814,13,34,Moderate NB
106,SAN BRUNO,REG (C-LCL) 114,818,13,38,Moderate NB
109,SOUTH SAN FRANCISCO ,REG (C-LCL) 114,821,13,41,Moderate NB
115,BAYSHORE,REG (C-LCL) 114,825,13,45,Moderate NB
121,22nd STREET,REG (C-LCL) 114,830,13,50,Moderate NB
124,TOWNSEND / 4TH AND KING $,REG (C-LCL) 114,834,13,54,Moderate NB
126,SALESFORCE TRANSIT CENTER (STC) $,REG (C-LCL) 114,838,13,58,Moderate NB
61,SUNNYVALE,REG (C-EXP) 16,792,13,12,Moderate NB
65,MOUNTAIN VIEW,REG (C-EXP) 16,797,13,17,Moderate NB
75,PALO ALTO,REG (C-EXP) 16,803,13,23,Moderate NB
83,REDWOOD CITY,REG (C-EXP) 16,808,13,28,Moderate NB
91,HILLSDALE,REG (C-EXP) 16,814,13,34,Moderate NB
101,MILLBRAE,REG (C-EXP) 16,820,13,40,Moderate NB
109,SOUTH SAN FRANCISCO ,REG (C-EXP) 16,825,13,45,Moderate NB
121,22nd STREET,REG (C-EXP) 16,833,13,53,Moderate NB
124,TOWNSEND / 4TH AND KING $,REG (C-EXP) 16,838,13,58,Moderate NB
126,SALESFORCE TRANSIT CENTER (STC) $,REG (C-EXP) 16,842,14,2,Moderate NB
0,GILROY (HSR) $,HSR single_10,758,12,38,Moderate NB
48,SAN JOSE,HSR single_10,782,13,2,Moderate NB
0,GILROY (HSR) $,REG (C-EXP) 16,760,12,40,Moderate NB
16,MORGAN HILL (HSR) $,REG (C-EXP) 16,770,12,50,Moderate NB
35,BLOSSOM HILL (HSR) $,REG (C-EXP) 16,779,12,59,Moderate NB
40,CAPITOL (HSR) $,REG (C-EXP) 16,783,13,3,Moderate NB
45,TAMIEN (HSR) $,REG (C-EXP) 16,787,13,7,Moderate NB
48,SAN JOSE,REG (C-EXP) 16,790,13,10,Moderate NB
0,GILROY (HSR) $,HSR 860,768,12,48,Moderate NB
48,SAN JOSE,HSR 860,792,13,12,Moderate NB
101,MILLBRAE,HSR 860,826,13,46,Moderate NB
126,SALESFORCE TRANSIT CENTER (STC) $,HSR 860,845,14,5,Moderate NB
61,SUNNYVALE,REG (C-EXP) 16,807,13,27,Moderate NB
65,MOUNTAIN VIEW,REG (C-EXP) 16,812,13,32,Moderate NB
75,PALO ALTO,REG (C-EXP) 16,818,13,38,Moderate NB
83,REDWOOD CITY,REG (C-EXP) 16,823,13,43,Moderate NB
91,HILLSDALE,REG (C-EXP) 16,829,13,49,Moderate NB
101,MILLBRAE,REG (C-EXP) 16,835,13,55,Moderate NB
109,SOUTH SAN FRANCISCO ,REG (C-EXP) 16,840,14,0,Moderate NB
121,22nd STREET,REG (C-EXP) 16,848,14,8,Moderate NB
124,TOWNSEND / 4TH AND KING $,REG (C-EXP) 16,853,14,13,Moderate NB
126,SALESFORCE TRANSIT CENTER (STC) $,REG (C-EXP) 16,857,14,17,Moderate NB
45,TAMIEN (HSR) $,REG (C-LCL) 17,792,13,12,Moderate NB
48,SAN JOSE,REG (C-LCL) 17,795,13,15,Moderate NB
52,SANTA CLARA,REG (C-LCL) 17,804,13,24,Moderate NB
58,LAWRENCE,REG (C-LCL) 17,809,13,29,Moderate NB
61,SUNNYVALE,REG (C-LCL) 17,812,13,32,Moderate NB
65,MOUNTAIN VIEW,REG (C-LCL) 17,816,13,36,Moderate NB
69,SAN ANTONIO,REG (C-LCL) 17,819,13,39,Moderate NB
72,CALIFORNIA AVENUE,REG (C-LCL) 17,826,13,46,Moderate NB
